result_id,det_index,matched,matched_track_id,e,n,lat,lon,utc,range,direction
1,144,0,-1,661562.559688,4344561.264814,39.219688463105,118.870821521833,40206.093750000000,16408.141619301536,-90.812988025396
1,145,0,-1,661807.356030,4345427.784382,39.227451201413,118.873655948518,40206.093750000000,15514.141187703814,-91.202098779770
1,146,0,-1,661639.358958,4344889.400272,39.222626825474,118.871710758664,40206.093750000000,16073.241466191041,-90.901659248749
1,147,0,-1,661794.854157,4345609.886798,39.229092127934,118.873511192932,40206.093750000000,15336.084296778319,-91.051817542557
1,148,0,-1,661702.686328,4345880.021502,39.231540064749,118.872444008151,40206.093750000000,15083.953375670048,-90.547238171396
1,149,0,-1,661805.155353,4345831.652735,39.231085765227,118.873630467512,40206.093750000000,15115.386259296543,-90.959660361407
1,150,0,-1,661854.608640,4346342.264941,39.235659438238,118.874787841645,40206.093750000000,14596.946912923142,-91.038162286859
1,151,0,-1,661719.343425,4345788.808086,39.230716206815,118.872636875900,40206.093750000000,15171.264224732864,-90.666435217696
1,152,0,-1,662723.540494,4344724.720273,39.220942732117,118.884264177633,40206.222656250000,16102.549696566357,-94.830149698474
1,153,0,-1,663305.859445,4345323.596163,39.226222413407,118.891006669856,40206.351562500000,15465.266923346857,-96.809549405558
1,154,0,-1,663292.387509,4344933.532001,39.222715003168,118.890850682511,40206.351562500000,15855.501609952702,-96.837444538459
1,155,0,-1,663406.873634,4344944.529862,39.222792452016,118.892176281578,40206.480468750000,15839.448750214953,-97.276879272863
1,156,0,-1,663307.712650,4344920.065634,39.222590950900,118.891028127546,40206.480468750000,15868.763073623266,-96.921043706022
1,157,0,-1,663594.633812,4345525.320300,39.227994349181,118.894350297574,40206.480468750000,15250.187130918855,-97.880855825695
1,158,0,-1,663425.362258,4344526.110821,39.219023945280,118.892390355559,40206.480468750000,16255.357022507671,-97.409498921543
1,159,0,-1,661641.154247,4345024.673474,39.223843711168,118.871731545801,40206.480468750000,15939.253654323018,-90.905035069746
1,160,0,-1,661782.656324,4345776.433433,39.230593076557,118.873369957749,40206.480468750000,15173.360726952194,-90.990335594743
1,161,0,-1,662570.195108,4345233.062653,39.225545657994,118.882488637638,40206.609375000000,15613.281575068942,-94.178480922877
1,162,0,-1,662223.204505,4345402.872387,39.227149536472,118.878470936718,40206.609375000000,15482.024983742771,-92.835137673052
1,163,0,-1,662317.442773,4345198.005667,39.225277436874,118.879562093761,40206.609375000000,15675.412890293614,-93.269472817468
1,164,0,-1,662405.013865,4345213.339445,39.225399058388,118.880576053414,40206.609375000000,15650.281590411669,-93.583639748060
1,165,0,-1,662270.837612,4345413.203370,39.227233607029,118.879022466396,40206.609375000000,15465.965776722262,-93.007397605241
1,166,0,-1,665486.093876,4344622.195901,39.219498696662,118.916250887299,40206.863281250000,16204.424615293201,-104.754424380900
1,167,0,-1,663977.878422,4344353.073545,39.217362818356,118.898787764548,40206.992187500000,16417.212531986504,-99.443398415562
1,168,0,-1,663981.526924,4344406.068907,39.217838994663,118.898830009374,40206.992187500000,16364.193792101267,-99.457385735848
1,169,0,-1,663922.262368,4346173.554159,39.233753559542,118.898736048163,40206.992187500000,14598.347107002030,-99.369965931217
1,170,0,-1,663897.230171,4346184.300451,39.233854980653,118.898446117896,40206.992187500000,14587.863231702016,-99.268562168035
1,171,0,-1,663820.382273,4346569.920013,39.237339424459,118.897556042873,40206.992187500000,14203.357934042020,-98.943401140839
1,172,0,-1,663808.338934,4344727.837451,39.220767047284,118.896824721226,40206.992187500000,16046.028473794837,-98.828035297054
1,173,0,-1,663835.941457,4346675.441368,39.238297057677,118.897736253938,40206.992187500000,14096.360947413365,-98.999338896037
1,174,0,-1,663960.750734,4344522.755078,39.218892936027,118.898589448557,40206.992187500000,16247.683351483269,-99.380456194648
1,175,0,-1,663976.350974,4344334.253041,39.217193755231,118.898770078717,40206.992187500000,16436.047545140656,-99.439901572150
1,176,0,-1,663754.053006,4344740.822472,39.220894117039,118.896196161795,40206.992187500000,16034.165252845232,-98.632283569545
1,177,0,-1,663889.689394,4346886.408610,39.240185250542,118.898358778394,40206.992187500000,13885.117836000010,-98.995842799677
1,178,0,-1,663860.257206,4346588.882968,39.237502536428,118.898017886114,40206.992187500000,14183.777944265350,-99.100730599667
1,179,0,-1,665997.594788,4345707.724684,39.229180137989,118.922173377267,40207.246093750000,15183.140662805947,-107.092193228120
1,180,0,-1,665985.860189,4345716.809366,39.229264124727,118.922037506506,40207.246093750000,15172.663946974677,-107.050881682699
1,181,0,-1,665920.773348,4345207.264569,39.224680477243,118.921283888977,40207.246093750000,15671.923804461323,-106.582171476851
1,182,0,-1,665820.217733,4346662.094002,39.237800429509,118.920718696786,40207.246093750000,14220.840225054762,-107.068096320728
1,183,0,-1,665840.802904,4345749.943683,39.229590013388,118.920357939380,40207.246093750000,15122.374021419409,-106.520067554936
